PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
0	4.25177	3.88394	34.3569	5.53986	-26.1503	18.2768	10.6183	15.4069	-7.28782	-0.113759	-0.0501612	-1.0291	-0.0627962	-0.0282636	-0.531405	0.0280393	-0.00152905	0.0533562	-0.157544	0.596969	0.198934	1.17833	1.04001	0.0283929	5.21842	6.62338	38.0511	6.09459	-25.6117	19.3469	10.6885	15.7544	-6.43907	-0.154617	-0.0753432	-1.34547	-0.0959768	-0.0640055	-0.655469	0.046474	-0.0289572	0.0654266	-0.275815	0.783549	0.250326	2.90261	0.943898	0.188573	4.23148	7.26608	39.2091	7.91764	-24.3548	24.5318	9.84988	15.7466	-4.40303	-0.192156	-0.0998969	-1.68894	-0.115284	-0.0819522	-0.81081	0.0670985	-0.0484782	0.0860565	-0.350977	0.799143	0.280302	5.73156	0.204781	0.322993	1.82292	7.84498	32.26	4.83725	-28.0594	20.0187	3.25696	17.0588	-5.20416	-0.135742	-0.029028	-0.917171	-0.125143	-0.0358668	-0.411233	-0.00133537	-0.0347032	0.052428	-0.296792	0.621395	0.120408	0.856139	1.3817	-0.0984108	4.6993	11.0385	35.7846	5.0268	-26.667	21.6829	4.47418	17.203	-4.00505	-0.0406971	-0.0233096	-1.20293	-0.12013	-0.0320404	-0.550536	0.00461521	-0.0267542	0.07006	-0.441576	0.713283	0.192549	2.06013	1.72003	0.0230562	5.33825	12.6874	36.5906	5.3273	-26.4536	22.6936	4.24677	19.0803	-0.734176	0.028882	0.0261131	-1.47507	-0.128693	0.00178691	-0.674284	-0.00295509	0.000888364	0.0594504	-0.341072	0.858873	0.146676	4.83082	1.55133	0.100816
1	4.239	3.84829	33.8993	6.13877	-26.5687	19.2577	9.28221	15.2939	-6.96156	-0.0377467	-0.0610536	-0.976257	-0.00783738	-0.029995	-0.457709	0.0231155	-0.00260643	0.0527302	-0.246016	1.36015	0.258925	1.08695	1.3499	-0.0491986	5.30545	6.4479	37.2965	6.62283	-26.2425	20.1579	9.28515	15.8545	-6.66111	-0.0487287	-0.09595	-1.2629	-0.00360851	-0.066606	-0.543789	0.0425068	-0.0280091	0.0332751	-0.477711	1.77821	0.339106	2.68072	1.3631	0.110625	4.54765	7.23624	38.2395	8.26331	-25.1702	24.9115	8.88999	15.8912	-4.8535	-0.132909	-0.120401	-1.61542	-0.0319269	-0.0904564	-0.669695	0.064548	-0.0504631	0.0363624	-0.591419	1.78045	0.358248	5.38196	1.00377	0.180587	2.06437	7.93748	31.9288	5.53888	-28.2242	21.5288	1.8936	16.4297	-4.6763	-0.0434166	-0.0413044	-0.844907	-0.0665073	-0.043992	-0.306727	-0.00484439	-0.0459115	0.0584859	-0.47114	1.40859	0.204009	0.788301	1.3247	-0.258874	4.86927	10.8982	35.2076	5.63741	-26.9161	23.0002	3.34871	16.6813	-4.01958	0.0595496	-0.0452758	-1.1138	-0.0465508	-0.0466429	-0.404784	-0.0035825	-0.0419273	0.0488417	-0.733477	1.68237	0.324965	1.88921	1.74471	-0.14733	5.56737	12.3133	35.6117	5.67235	-26.8242	23.5124	3.30052	18.8088	-1.26482	0.0538976	0.00964673	-1.42557	-0.0855318	-0.0168682	-0.530871	-0.0208527	-0.0138078	0.00917945	-0.609704	1.91283	0.238325	4.6298	1.69274	-0.139131
2	4.27607	3.93118	33.4542	6.92438	-26.4939	20.7232	7.25929	14.8725	-5.87046	0.0498069	-0.0725171	-0.915984	0.0745021	-0.0229405	-0.358171	0.0145536	0.000697857	0.0599952	-0.344468	2.45466	0.298686	1.03534	1.22203	-0.19074	5.42478	6.31353	36.5345	7.31864	-26.2725	21.4038	7.37898	15.5693	-6.26411	0.0819428	-0.113441	-1.16196	0.121675	-0.0556447	-0.393233	0.031817	-0.0180528	-0.00011617	-0.72566	3.1799	0.420995	2.45479	1.16453	0.103153	4.83743	7.17468	37.2659	8.77694	-25.5656	25.6549	7.45262	15.7185	-4.84263	-0.0478496	-0.128565	-1.49998	0.0788	-0.0795195	-0.480643	0.0486504	-0.0393122	-0.0258189	-0.88658	3.12025	0.42717	5.00845	1.2011	0.0990139	2.33329	8.05266	31.5453	6.39263	-27.9384	23.3554	0.0910249	15.6205	-3.47282	0.0457515	-0.05682	-0.775206	0.012519	-0.0488573	-0.172003	-0.0124778	-0.0596415	0.076072	-0.660869	2.55124	0.266652	0.803124	0.810038	-0.536898	5.05862	10.7066	34.5871	6.36918	-26.662	24.6494	1.76938	15.9114	-3.52602	0.172952	-0.0708138	-1.01384	0.0563944	-0.0558829	-0.213542	-0.0178771	-0.0561538	0.0286969	-1.07595	3.06871	0.457792	1.79109	1.08867	-0.37002	5.75506	11.7696	34.6275	6.10463	-26.7823	24.6085	1.86988	18.325	-1.52587	0.108869	-0.0124429	-1.337	-0.0118216	-0.0319178	-0.337861	-0.0468722	-0.0281255	-0.0488735	-0.948879	3.35385	0.331546	4.35874	1.26335	-0.435026
3	4.38844	4.09965	32.9985	7.81821	-25.8168	22.6048	4.69673	14.1022	-3.98438	0.130159	-0.0791807	-0.858414	0.170904	-0.00470238	-0.231493	-0.000453571	0.00736167	0.0829119	-0.44051	3.87213	0.278639	0.995031	0.621967	-0.460529	5.59506	6.20001	35.7513	8.12224	-25.5962	23.0562	5.05854	14.8626	-5.1522	0.22976	-0.12639	-1.06173	0.274213	-0.0299215	-0.20565	0.0142587	0.000905957	-0.0180545	-0.995211	4.97717	0.460795	2.19158	0.215215	0.171145	5.10199	7.04042	36.2628	9.40388	-25.4029	26.729	5.57133	15.2222	-4.27531	0.0838805	-0.138742	-1.36127	0.228805	-0.0575829	-0.249833	0.0261722	-0.02137	-0.0754707	-1.22384	4.86375	0.463642	4.58571	0.625436	0.197567	2.62823	8.13545	31.062	7.31637	-27.1074	25.4029	-2.06831	14.6272	-1.56716	0.12171	-0.0700373	-0.717704	0.10017	-0.0478637	-0.00987024	-0.0278149	-0.0784649	0.113977	-0.833327	4.07134	0.26805	0.871618	-0.0959715	-1.03496	5.262	10.4209	33.8824	7.16016	-25.8039	26.5588	-0.24149	14.9215	-2.40757	0.287505	-0.0962819	-0.913752	0.180726	-0.0563763	0.0227506	-0.041346	-0.0705992	0.0261646	-1.42625	4.88659	0.548373	1.71555	-0.225473	-0.683085	5.89603	11.0413	33.6197	6.58379	-26.2246	25.9429	-0.0144689	17.661	-1.39888	0.206667	-0.0352836	-1.21406	0.0956918	-0.0346684	-0.0942669	-0.08434	-0.0384635	-0.0912555	-1.35155	5.22643	0.408117	3.97998	0.225663	-0.718582
4	4.59673	4.33158	32.5162	8.71404	-24.5401	24.8188	1.83035	12.9688	-1.44917	0.211529	-0.0753979	-0.801984	0.270223	0.0254026	-0.0714976	-0.0247755	0.014324	0.128499	-0.540016	5.5736	0.169068	0.926314	-0.437619	-0.920511	5.83186	6.09458	34.9451	8.95663	-24.2007	25.0742	2.43314	13.745	-3.34049	0.374032	-0.125918	-0.976082	0.43013	0.013446	0.0157847	-0.0133502	0.0268764	-0.00440213	-1.25351	7.07674	0.410164	1.88694	-1.46993	0.145712	5.34801	6.79995	35.2148	10.074	-24.6069	28.1048	3.30621	14.4286	-3.10819	0.228759	-0.135911	-1.22937	0.390522	-0.0161502	0.0144936	-0.00871964	0.00818745	-0.100338	-1.56155	6.92714	0.431156	4.17478	-0.73166	0.367066	2.94466	8.14559	30.45	8.20541	-25.7287	27.5799	-4.42332	13.4375	0.8965	0.201724	-0.0779793	-0.662428	0.18951	-0.0418717	0.186166	-0.0544568	-0.108076	0.179006	-0.975926	5.969	0.18912	0.927235	-1.31574	-1.81605	5.46948	10.0144	33.0702	7.93602	-24.3142	28.661	-2.61952	13.7382	-0.646511	0.385848	-0.11435	-0.834728	0.303959	-0.0468033	0.295047	-0.0770688	-0.0900258	0.057131	-1.73156	7.0867	0.540009	1.66738	-2.0509	-1.24877	5.98946	10.1356	32.5802	7.07156	-25.0977	27.4896	-2.28558	16.8333	-0.786751	0.321601	-0.0580233	-1.07949	0.219363	-0.0278838	0.191944	-0.129528	-0.0505436	-0.102755	-1.77197	7.42569	0.431589	3.54565	-1.42407	-1.05701
5	4.91313	4.60815	31.9984	9.49626	-22.8009	27.2678	-1.04503	11.5345	1.44154	0.327353	-0.062736	-0.73325	0.368433	0.0618605	0.132248	-0.057781	0.0156557	0.198952	-0.67934	7.46551	-0.019064	0.754759	-1.89451	-1.54681	6.14685	5.98839	34.1221	9.72456	-22.1919	27.3933	-0.341713	12.2942	-0.981587	0.522835	-0.109825	-0.898055	0.571719	0.0696147	0.275474	-0.052007	0.0504204	0.0521662	-1.49624	9.34751	0.237073	1.50148	-3.73704	-0.227	5.58668	6.43411	34.1192	10.7031	-23.1832	29.7494	0.759808	13.3898	-1.37555	0.375732	-0.11987	-1.12386	0.544024	0.0395149	0.303845	-0.0542791	0.0405018	-0.0792569	-1.8696	9.22876	0.29229	3.80196	-2.76401	0.362243	3.27957	8.06035	29.707	8.95715	-23.928	29.8077	-6.76244	12.0975	3.63908	0.310802	-0.0850363	-0.591529	0.27909	-0.0371851	0.424207	-0.0907798	-0.154283	0.274078	-1.11301	8.174	0.0466798	0.868204	-2.7604	-2.79573	5.67489	9.48585	32.1512	8.61159	-22.2856	30.8898	-5.22456	12.4196	1.63171	0.474088	-0.121648	-0.76903	0.409489	-0.0312604	0.605884	-0.127395	-0.12431	0.133891	-1.97835	9.5847	0.399763	1.60095	-4.2132	-2.24546	6.04215	9.08816	31.5146	7.52918	-23.42	29.2304	-4.82773	15.8517	0.34727	0.424327	-0.0725369	-0.957085	0.332241	-0.0123256	0.509016	-0.182355	-0.0724847	-0.0631329	-2.16757	9.84332	0.35832	3.1269	-3.58807	-1.64927
6	5.33682	4.90768	31.4447	10.0804	-20.8431	29.8537	-3.63992	9.96498	4.37089	0.505002	-0.051965	-0.651947	0.467488	0.0950026	0.377662	-0.0934017	0.00646071	0.294534	-0.889872	9.41601	-0.233407	0.414386	-3.55509	-2.24061	6.54638	5.87384	33.2943	10.3251	-19.8058	29.9237	-3.06271	10.6833	1.67736	0.698115	-0.0863338	-0.810335	0.691486	0.12591	0.579787	-0.0984491	0.0592885	0.152233	-1.75095	11.6279	-0.0358602	0.967759	-6.28222	-1.07756	5.83194	5.94402	32.9874	11.2014	-21.2353	31.6163	-1.91479	12.1897	0.800346	0.519195	-0.0896069	-1.04442	0.667721	0.102027	0.616566	-0.109824	0.0634647	-0.00163182	-2.13953	11.641	0.0321471	3.45357	-5.21271	-0.153512	3.63494	7.87661	28.8615	9.5092	-21.9283	32.0336	-8.88151	10.7341	6.37409	0.448786	-0.0978902	-0.501271	0.364303	-0.0410315	0.700666	-0.131492	-0.220087	0.401205	-1.27916	10.5301	-0.11743	0.635371	-4.29049	-3.77984	5.8836	8.86573	31.1516	9.1117	-19.9463	33.1794	-7.84925	11.0855	4.1997	0.568881	-0.124998	-0.695685	0.491763	-0.0211185	0.957767	-0.188176	-0.184466	0.260013	-2.19565	12.2348	0.149947	1.41382	-6.50464	-3.65883	6.07102	7.9646	30.4424	7.91624	-21.303	31.1438	-7.47817	14.7452	1.95228	0.493659	-0.075456	-0.858178	0.410963	0.00430436	0.847579	-0.240577	-0.1174	0.0371391	-2.51368	12.3317	0.162416	2.74478	-6.08676	-2.72914
7	5.8501	5.20752	30.8689	10.4469	-18.9247	32.4951	-5.73346	8.47171	7.12578	0.725134	-0.0536333	-0.581677	0.562987	0.117638	0.642723	-0.12429	-0.0140733	0.4149	-1.15725	11.283	-0.410658	-0.0506179	-5.15937	-2.90665	7.02893	5.74644	32.4772	10.6888	-17.3579	32.563	-5.50851	9.15205	4.39956	0.907441	-0.0717704	-0.720809	0.790981	0.168569	0.915174	-0.144734	0.04619	0.290854	-2.02956	13.7683	-0.331023	0.302149	-8.66466	-2.28435	6.09713	5.35379	31.8418	11.4934	-18.964	33.6391	-4.52677	10.9532	3.23892	0.674183	-0.0575845	-0.969683	0.757933	0.155863	0.954007	-0.168713	0.0614493	0.133108	-2.38973	14.0233	-0.309846	3.01541	-7.71934	-1.32836	4.01535	7.61499	27.9684	9.86101	-19.958	34.2394	-10.6225	9.49373	8.92378	0.59468	-0.121127	-0.416317	0.439058	-0.0564941	0.9934	-0.16989	-0.303026	0.558996	-1.48286	12.8174	-0.254611	0.293732	-5.77617	-4.59368	6.11203	8.21415	30.1155	9.40192	-17.6003	35.4692	-10.2644	9.89299	6.83525	0.679513	-0.136779	-0.614659	0.554461	-0.0267483	1.33295	-0.249984	-0.274977	0.433523	-2.40614	14.8479	-0.134409	1.06878	-8.63847	-5.22004	6.10234	6.85415	29.3921	8.19778	-18.9502	33.1929	-10.0486	13.588	3.90408	0.543025	-0.0765478	-0.76769	0.457537	0.00868491	1.20639	-0.297767	-0.196977	0.194425	-2.82376	14.754	-0.119925	2.29963	-8.66906	-4.29802
8	6.41751	5.49186	30.2994	10.643	-17.2069	35.1352	-7.21578	7.20323	9.62968	0.94223	-0.0721993	-0.54307	0.649723	0.128575	0.903626	-0.145879	-0.042894	0.556501	-1.43628	12.9568	-0.503894	-0.485699	-6.58648	-3.48732	7.58109	5.6107	31.6874	10.8067	-15.1247	35.2143	-7.48959	7.90526	7.03915	1.12649	-0.0793455	-0.658948	0.872698	0.191175	1.24907	-0.18283	0.0123947	0.460133	-2.29908	15.6643	-0.559805	-0.345301	-10.5076	-3.57251	6.38998	4.7067	30.7083	11.545	-16.6177	35.7357	-6.88152	9.82517	5.76742	0.851596	-0.04066	-0.89303	0.823496	0.189744	1.30165	-0.221604	0.0279862	0.317611	-2.62117	16.2404	-0.650008	2.43969	-9.86925	-2.98104	4.4182	7.3258	27.0919	10.0728	-18.1698	36.4245	-11.8964	8.46165	11.2373	0.736522	-0.157432	-0.36292	0.507589	-0.0808037	1.27853	-0.200368	-0.395003	0.739322	-1.70889	14.8401	-0.321052	-0.01958	-7.15003	-5.1637	6.37678	7.61002	29.0911	9.50605	-15.5121	37.706	-12.2738	8.95892	9.3982	0.79992	-0.166707	-0.548297	0.605878	-0.0511692	1.6973	-0.302618	-0.390984	0.646476	-2.59859	17.2411	-0.367069	0.663648	-10.3294	-6.58585	6.16578	5.85273	28.3904	8.35914	-16.6089	35.3212	-12.357	12.4863	6.06305	0.604168	-0.0914284	-0.679614	0.492976	-0.00701055	1.57409	-0.34592	-0.310796	0.396675	-3.1013	17.0003	-0.39892	1.7644	-11.0186	-6.06623
9	6.9871	5.75784	29.7682	10.7591	-15.7124	37.7305	-8.09887	6.19232	11.8905	1.12662	-0.106897	-0.533435	0.73151	0.13249	1.15137	-0.15782	-0.073956	0.711291	-1.69075	14.3911	-0.49084	-0.730499	-7.86774	-3.95584	8.17241	5.48659	30.9375	10.7338	-13.2395	37.7931	-8.89419	7.01941	9.53934	1.32584	-0.113879	-0.635834	0.943622	0.196548	1.55444	-0.207785	-0.0343372	0.649743	-2.51097	17.2769	-0.661789	-0.781522	-11.6968	-4.70053	6.70846	4.05892	29.6072	11.375	-14.4133	37.8212	-8.81642	8.9196	8.26363	1.041	-0.0506889	-0.824912	0.87575	0.201045	1.63348	-0.260478	-0.0326495	0.538848	-2.80838	18.19	-0.903481	1.81442	-11.3441	-4.73806	4.82059	7.08506	26.2818	10.2507	-16.6252	38.5703	-12.6967	7.64576	13.3334	0.87336	-0.20708	-0.341399	0.5833	-0.107401	1.54512	-0.220551	-0.484901	0.928411	-1.93559	16.5071	-0.286671	-0.177713	-8.33726	-5.51225	6.67819	7.13724	28.114	9.50072	-13.8164	39.8364	-13.7568	8.29832	11.8246	0.92254	-0.217436	-0.506722	0.659064	-0.0888946	2.02463	-0.33927	-0.520065	0.885119	-2.74818	19.2994	-0.485183	0.350542	-11.3921	-7.54585	6.28477	5.04512	27.4495	8.41481	-14.4937	37.4575	-14.2548	11.5329	8.31523	0.695092	-0.130718	-0.604665	0.537637	-0.0417225	1.92801	-0.379378	-0.448122	0.629654	-3.32273	19.0017	-0.586605	1.2308	-12.8068	-7.67566
