PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
0	7.15098	10.8248	32.2555	0.410433	-14.2969	12.8718	3.66912	7.15781	8.87629	0.0849805	-0.0433692	-0.82712	-0.0463167	-0.049296	-0.384792	-0.00814725	-0.050379	-0.0237207	-0.102935	0.73657	0.0166608	1.93154	-0.0631538	-0.119807	9.20616	10.9798	35.5765	0.770915	-13.2526	14.7062	4.85709	8.97953	9.29101	0.200452	-0.0542643	-0.968474	-0.0250974	-0.059309	-0.488637	-0.00465119	-0.057231	-0.00318167	-0.028755	0.940062	-0.00658452	3.62988	-0.308136	-0.03488	11.4249	10.7012	39.9909	1.23557	-13.475	15.8876	5.68548	9.19855	9.85095	0.157209	-0.0894849	-1.24158	-0.0497978	-0.0934153	-0.637852	0.00285578	-0.0887667	0.0262838	-0.0472022	1.05458	0.000404667	5.79031	-0.637084	0.003346	5.00148	12.0065	36.6603	4.2421	-18.645	10.0489	-0.717467	4.25319	8.53307	0.00611795	0.0289554	-1.07358	-0.107087	0.0292841	-0.550116	-0.00532256	0.0295864	-0.00368538	0.201165	0.653894	0.0830592	1.24274	1.61669	0.000742308	7.33727	12.5836	39.8139	5.07031	-17.8183	13.395	-0.245142	6.03084	8.13995	0.123484	0.0385647	-1.21659	-0.10168	0.0491372	-0.667792	-0.00881047	0.0535586	0.00686791	0.220153	0.901634	0.0703193	3.35523	1.64624	-0.0177986	9.42842	13.4629	44.2563	5.42411	-16.8115	15.3901	0.208229	6.6685	7.71762	0.177653	0.0648859	-1.40339	-0.0930543	0.0913641	-0.803635	-0.00789804	0.0911102	0.0326322	0.116766	0.971512	0.0697093	5.93693	0.587054	-0.0235827
1	7.13976	11.0259	31.3037	0.355328	-13.7627	12.9639	2.95706	6.84092	7.582	0.194401	-0.0363725	-0.814699	-0.025316	-0.0494425	-0.331344	-0.0163055	-0.0545785	-0.0959508	-0.126182	2.04513	0.0244618	1.72053	0.361636	-0.491005	9.1725	11.0311	34.17	0.718816	-13.1331	14.8184	4.14129	8.63358	8.10327	0.28025	-0.0481912	-1.00906	-0.0139417	-0.0635969	-0.407934	-0.0168938	-0.0666455	-0.111425	-0.0902288	2.51848	-0.017539	3.5259	0.252126	-0.514988	11.4239	10.5456	38.3341	1.05223	-13.4372	15.8644	5.05473	8.99853	8.487	0.26131	-0.0834122	-1.31957	-0.0267173	-0.0992793	-0.535872	-0.012558	-0.101921	-0.11705	-0.18107	2.76703	-0.0182349	5.73365	0.247444	-0.796698	5.08525	11.9334	36.2407	4.5506	-18.2386	11.6035	-1.11713	4.02894	7.7258	0.0748054	0.0183949	-1.06629	-0.0765777	0.0128851	-0.495976	-0.01796	0.0204674	-0.0607249	0.290923	1.77619	0.168724	1.02211	2.05332	-0.142401	7.45149	12.3721	38.7987	5.10706	-17.7166	14.6569	-0.793684	5.99931	7.32739	0.183683	0.0270126	-1.24311	-0.073333	0.0241347	-0.578639	-0.0288219	0.0426502	-0.0830188	0.221035	2.35199	0.144758	2.875	2.20692	-0.237854	9.54888	13.253	42.8143	5.34012	-17.1148	16.0601	-0.267872	6.74765	6.78239	0.242427	0.0540176	-1.47058	-0.0532365	0.0611296	-0.686358	-0.0290528	0.0841326	-0.0951511	0.0016363	2.58326	0.140128	5.42259	1.65347	-0.312565
2	7.19467	11.2972	30.4662	0.553015	-13.0905	13.574	2.0098	6.16872	5.84385	0.285492	-0.0288985	-0.817001	0.0030145	-0.0455447	-0.262456	-0.0254758	-0.0570795	-0.183767	-0.112097	3.97118	0.0307625	1.34384	0.641341	-0.968798	9.19718	11.0728	32.9156	0.866348	-12.7796	15.407	3.09047	7.89333	6.39376	0.35308	-0.0430355	-1.05964	0.00919476	-0.0644383	-0.301443	-0.031585	-0.0754398	-0.243031	-0.172536	4.81345	-0.0297619	3.19496	0.633606	-1.363	11.435	10.3996	36.8295	1.08201	-13.1519	16.3274	4.02681	8.44875	6.60065	0.366866	-0.0748631	-1.39534	0.00897867	-0.0982993	-0.401273	-0.0329702	-0.111747	-0.291051	-0.372282	5.22486	-0.0418027	5.34087	0.844307	-2.13413	5.25486	11.8493	35.897	5.06729	-17.6651	13.6129	-1.76306	3.59353	6.55297	0.143645	0.00233462	-1.06344	-0.0208228	-0.00265538	-0.411549	-0.0346379	0.0104436	-0.127439	0.354498	3.41731	0.274287	0.756768	2.08581	-0.424341	7.6223	12.1149	37.9512	5.34046	-17.2245	16.4287	-1.72088	5.50192	6.10581	0.253706	0.0111826	-1.26941	-0.0111288	0.0023193	-0.441257	-0.0557309	0.0308098	-0.185612	0.140473	4.44507	0.235904	2.30192	2.17152	-0.729469	9.6777	12.9849	41.5762	5.47763	-17.0524	17.3193	-1.24544	6.32631	5.43392	0.315337	0.0380215	-1.52138	0.0174322	0.0313209	-0.509752	-0.0616459	0.0743237	-0.246843	-0.217417	4.9031	0.223155	4.73537	1.9812	-1.0945
3	7.33478	11.5418	29.827	0.988183	-12.2676	14.7998	0.959486	5.29091	4.00625	0.384995	-0.0202692	-0.801697	0.0606512	-0.0310005	-0.15601	-0.0343483	-0.049408	-0.258866	-0.0837342	6.38196	0.0348892	0.716597	0.52712	-1.16341	9.28527	11.0216	31.8984	1.21114	-12.1395	16.5538	1.84599	6.9262	4.4167	0.455252	-0.0397088	-1.06677	0.0727019	-0.0549876	-0.141045	-0.0461848	-0.0742386	-0.365543	-0.300152	7.70077	-0.0398967	2.43923	0.552904	-2.11972	11.4677	10.1709	35.5464	1.32851	-12.5197	17.3351	2.70236	7.63198	4.40387	0.491403	-0.069026	-1.42039	0.0793509	-0.088188	-0.211299	-0.0546924	-0.112479	-0.456746	-0.632343	8.34576	-0.0676889	4.38066	0.816525	-3.34163	5.52284	11.7157	35.6419	5.73259	-16.8914	16.0304	-2.66938	3.01133	5.24265	0.239145	-0.0190728	-1.00622	0.074421	-0.0151051	-0.267392	-0.0556915	-0.00298923	-0.180344	0.314524	5.47833	0.375798	0.355075	1.48109	-0.673731	7.84941	11.7621	37.2858	5.74615	-16.2925	18.6743	-2.97494	4.63457	4.67339	0.363041	-0.0114944	-1.238	0.102709	-0.0136042	-0.224929	-0.087247	0.0149784	-0.270101	-0.0846079	7.07418	0.325249	1.52612	1.18565	-1.18055	9.82547	12.5751	40.548	5.80657	-16.4773	19.138	-2.66605	5.45997	3.81373	0.422099	0.016953	-1.52149	0.136549	0.00921304	-0.254878	-0.102095	0.0622546	-0.384047	-0.578133	7.86215	0.303143	3.79524	1.21915	-2.00384
4	7.58161	11.6806	29.4724	1.6142	-11.3504	16.7427	-0.0816378	4.43113	2.54339	0.525493	-0.0180692	-0.721298	0.164993	-0.00797425	0.0207475	-0.044614	-0.0333325	-0.288093	-0.116304	8.97074	0.0408847	-0.126788	-0.449899	-0.813645	9.43842	10.8197	31.1986	1.73327	-11.2304	18.3467	0.549603	5.94371	2.60736	0.618255	-0.04444	-0.983255	0.197182	-0.033455	0.101107	-0.0603933	-0.0600857	-0.432663	-0.523487	10.8535	-0.0391395	1.2719	-0.570819	-2.10865	11.5302	9.79183	34.5538	1.77135	-11.5131	18.9599	1.21233	6.68443	2.29231	0.662321	-0.0701602	-1.34216	0.207181	-0.0639596	0.0615447	-0.0744682	-0.0966976	-0.560889	-0.979707	11.8126	-0.0877956	2.86521	-0.475812	-3.43674	5.88789	11.4957	35.4949	6.48099	-15.9327	18.8449	-3.79713	2.38028	4.13187	0.367067	-0.04233	-0.882172	0.205808	-0.0200003	-0.0522662	-0.0822569	-0.02118	-0.189286	0.103416	7.74478	0.443166	-0.150665	0.0104023	-0.680396	8.11894	11.2785	36.8163	6.28819	-14.9702	21.3796	-4.45361	3.55821	3.37405	0.514821	-0.0404812	-1.12457	0.264768	-0.0199421	0.0835423	-0.121944	-0.00882628	-0.294883	-0.498564	9.97121	0.386819	0.645763	-1.12118	-1.2151	9.9933	11.9621	39.734	6.27782	-15.3515	21.5007	-4.39299	4.28399	2.2271	0.570432	-0.0123413	-1.42755	0.306115	-0.00353826	0.100263	-0.145803	0.0403841	-0.457708	-1.10291	11.184	0.354623	2.59406	-1.12809	-2.33604
5	7.94846	11.6541	29.4515	2.3634	-10.4293	19.4447	-1.07915	3.79622	1.85703	0.711161	-0.0279118	-0.598069	0.307955	0.020167	0.271115	-0.0594913	-0.0125445	-0.243367	-0.285336	11.3383	0.0534095	-0.963622	-2.64951	-0.207858	9.6545	10.4381	30.8607	2.39355	-10.121	20.8309	-0.727851	5.12291	1.42372	0.841238	-0.064829	-0.830072	0.376544	-0.00320381	0.428525	-0.0761121	-0.0370729	-0.405926	-0.883062	13.8169	-0.0142743	0.011915	-3.2733	-1.23057	11.6299	9.2295	33.8972	2.35954	-10.1768	21.2513	-0.34002	5.7485	0.732047	0.885011	-0.0870771	-1.17143	0.390696	-0.0291282	0.42171	-0.0925962	-0.0688924	-0.553272	-1.42655	15.148	-0.0885324	1.19885	-3.60662	-2.18525	6.32948	11.1482	35.4636	7.24897	-14.824	22.0639	-5.05744	1.79811	3.56196	0.504064	-0.067649	-0.747901	0.349541	-0.0199474	0.219442	-0.113958	-0.0517749	-0.127164	-0.286483	9.92818	0.457602	-0.625238	-2.31918	-0.512988	8.40454	10.6407	36.5406	6.91526	-13.3682	24.531	-6.02918	2.44816	2.58735	0.683729	-0.0767572	-0.975345	0.44804	-0.0202981	0.46901	-0.159531	-0.0502902	-0.227262	-1.08404	12.7735	0.403115	-0.114202	-4.75681	-0.928596	10.1722	11.1143	39.1286	6.81999	-13.7322	24.3845	-6.24922	2.96663	1.06044	0.74597	-0.050215	-1.2637	0.502335	-0.00758348	0.545333	-0.190452	-0.00134457	-0.423105	-1.76813	14.4608	0.355951	1.38733	-5.23972	-1.83435
6	8.42952	11.4185	29.7335	3.15778	-9.57493	22.8265	-2.04145	3.50999	2.12014	0.923811	-0.053731	-0.508877	0.466248	0.0492792	0.576128	-0.081673	0.00754525	-0.12183	-0.620957	13.2398	0.0834167	-1.68171	-5.92421	0.0163562	9.92988	9.87153	30.8597	3.12674	-8.90377	23.952	-1.97306	4.5705	1.16347	1.08925	-0.105343	-0.698054	0.579067	0.029266	0.819002	-0.0972064	-0.0146076	-0.277579	-1.37398	16.2575	0.0452083	-1.03934	-7.46245	-0.256015	11.7755	8.48448	33.5711	3.00737	-8.61779	24.1839	-1.89354	4.94682	0.080822	1.13027	-0.125659	-0.996317	0.598445	0.008258	0.847892	-0.113631	-0.0418907	-0.418973	-1.95486	17.9261	-0.0593651	-0.194412	-8.431	-0.644672	6.81136	10.6313	35.5223	7.96572	-13.5961	25.6607	-6.32098	1.34308	3.75488	0.637635	-0.0954644	-0.67951	0.484447	-0.0177172	0.523649	-0.149711	-0.0983372	0.0105031	-0.810391	11.8273	0.430231	-0.977542	-5.22549	-0.57494	8.67684	9.83167	36.4227	7.54698	-11.618	28.0681	-7.56241	1.46934	2.57869	0.851672	-0.120617	-0.876178	0.624177	-0.0192451	0.90093	-0.201617	-0.114308	-0.0648286	-1.77613	15.228	0.388974	-0.616336	-9.19118	-0.919243	10.351	10.0296	38.7037	7.33294	-11.7543	27.7201	-8.05458	1.68713	0.633581	0.930723	-0.0984396	-1.11307	0.691291	-0.00889391	1.04499	-0.236915	-0.0723107	-0.267605	-2.50302	17.3395	0.31406	0.42711	-10.5259	-1.16229
7	8.99991	10.9467	30.1914	3.90849	-8.79603	26.6548	-2.94459	3.5914	3.25215	1.15392	-0.103674	-0.494093	0.631253	0.0750165	0.919502	-0.106892	0.022729	0.0538358	-1.10593	14.699	0.168719	-2.34152	-9.58499	-0.474985	10.2653	9.13107	31.0859	3.83455	-7.66513	27.515	-3.15445	4.32774	1.87121	1.33652	-0.169382	-0.659563	0.781167	0.0596624	1.24748	-0.123799	0.00108167	-0.0736164	-1.94996	18.1353	0.163595	-1.90472	-12.2173	-0.0813843	11.9795	7.58387	33.4976	3.59922	-6.97997	27.6096	-3.38312	4.37804	0.464416	1.37241	-0.18795	-0.911436	0.799379	0.0425473	1.31458	-0.141891	-0.0258336	-0.187429	-2.52518	20.0216	0.0203313	-1.24258	-13.9251	-0.140899	7.29658	9.90568	35.6022	8.53715	-12.2687	29.5128	-7.43926	1.06191	4.72491	0.790153	-0.135994	-0.683597	0.614004	-0.0179049	0.855161	-0.184936	-0.159277	0.202646	-1.40981	13.4346	0.419205	-1.23279	-8.26988	-1.17181	8.91931	8.83547	36.3816	8.06541	-9.84393	31.8336	-8.90479	0.758339	3.40283	1.03303	-0.183123	-0.856685	0.790293	-0.0229449	1.36247	-0.24532	-0.19839	0.164883	-2.49907	17.3044	0.410338	-0.929116	-13.4834	-1.62	10.5273	8.72928	38.3969	7.69179	-9.6077	31.3521	-9.64048	0.622283	1.08448	1.13103	-0.164128	-1.03828	0.859279	-0.0127278	1.56886	-0.286044	-0.170204	-0.0183972	-3.23081	19.7012	0.289792	-0.278849	-15.7751	-1.2363
8	9.62897	10.239	30.6378	4.52008	-8.03859	30.5833	-3.71719	3.96014	5.00441	1.37644	-0.18572	-0.537327	0.798965	0.0929967	1.28189	-0.126139	0.0299168	0.256594	-1.65364	15.901	0.342459	-2.92402	-12.5472	-1.48113	10.6681	8.2479	31.3694	4.40361	-6.46345	31.2047	-4.18583	4.37378	3.37212	1.56918	-0.265933	-0.709119	0.977267	0.0818576	1.68691	-0.147225	0.005935	0.169995	-2.51372	19.6147	0.373632	-2.69967	-16.0833	-0.912206	12.2573	6.57845	33.5328	4.01852	-5.4053	31.2521	-4.70144	4.10275	1.7735	1.60364	-0.284567	-0.937041	0.986246	0.0651769	1.79621	-0.170114	-0.0270051	0.0943513	-3.06346	21.5749	0.190841	-2.06008	-18.4603	-1.05042	7.76326	8.94106	35.6047	8.8589	-10.862	33.3979	-8.29242	0.963249	6.30313	0.964446	-0.2047	-0.721553	0.745311	-0.0275808	1.21256	-0.212301	-0.23213	0.421698	-2.00228	14.8768	0.484231	-1.43302	-10.7993	-2.20213	9.13935	7.64619	36.3022	8.34368	-8.1487	35.5771	-9.92437	0.392621	4.92524	1.22553	-0.281485	-0.892909	0.949953	-0.0399988	1.83385	-0.280946	-0.298226	0.429278	-3.14579	19.1098	0.53233	-1.16542	-16.3957	-2.91443	10.7148	7.25659	38.1133	7.78041	-7.49947	35.0334	-10.8632	-0.0860887	2.35558	1.34744	-0.267883	-1.04189	1.01142	-0.0315646	2.09085	-0.328214	-0.289982	0.281868	-3.85652	21.6203	0.366646	-0.895797	-19.4669	-2.33846
9	10.2897	9.3368	30.9025	4.91642	-7.21687	34.2586	-4.28631	4.46069	7.0817	1.54741	-0.288339	-0.596086	0.953083	0.107779	1.63754	-0.136988	0.0330195	0.467497	-2.13308	17.041	0.588437	-3.25603	-13.8626	-2.5881	11.1424	7.28439	31.5383	4.75158	-5.31925	34.6745	-4.96441	4.61813	5.38504	1.75815	-0.387397	-0.789908	1.15537	0.0980464	2.10056	-0.161544	0.00423786	0.426833	-2.93425	20.8803	0.664362	-3.27287	-17.7282	-2.32404	12.6195	5.54655	33.5069	4.19599	-3.98967	34.7709	-5.72183	4.10737	3.75409	1.8029	-0.417946	-1.0211	1.15652	0.0725207	2.25491	-0.187024	-0.0433507	0.389971	-3.4521	22.7924	0.463223	-2.53419	-20.481	-2.83468	8.20716	7.7366	35.4375	8.86267	-9.40431	37.0587	-8.83609	1.00723	8.24947	1.11413	-0.29516	-0.765532	0.864107	-0.0427633	1.57858	-0.232868	-0.308334	0.648447	-2.4866	16.2848	0.629005	-1.55544	-12.1111	-3.36272	9.36465	6.29126	36.0663	8.30581	-6.60003	39.022	-10.5522	0.353291	6.92352	1.38626	-0.404312	-0.944782	1.08768	-0.0628723	2.28213	-0.307576	-0.399681	0.70457	-3.59679	20.7542	0.752006	-1.31493	-17.012	-4.4225	10.9392	5.68416	37.7426	7.54564	-5.59954	38.4786	-11.6339	-0.384193	4.26529	1.54579	-0.409905	-1.08568	1.14545	-0.0643772	2.57633	-0.356912	-0.416481	0.597925	-4.2694	23.2215	0.572554	-1.41754	-20.4791	-4.09144
