PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
0	1.13893	-0.418707	37.8394	4.93068	-26.6497	17.1998	11.8117	8.55416	-9.23863	-0.0556074	-0.0527879	-1.20188	0.0145288	-0.00611595	-0.581007	0.0293952	0.017345	0.073204	-0.207688	0.563248	0.244021	2.67936	0.262172	0.018515	2.32384	-0.299742	43.7525	4.90429	-24.6131	19.3895	12.8195	9.17341	-9.82339	-0.0454018	-0.0846373	-1.46525	0.0534189	-0.0240855	-0.709239	0.051348	0.00483409	0.0789393	-0.254224	0.686749	0.282589	4.70133	-0.37713	0.0479014	2.8773	-0.173826	46.1478	4.92259	-24.4959	20.7748	14.9545	9.61324	-8.02762	-0.0471015	-0.0844246	-1.73125	0.0467427	-0.0400404	-0.848983	0.0727296	-0.00615688	0.094414	-0.259432	0.659881	0.260925	6.85709	-0.994779	0.0990775	0.0630693	-1.43979	35.1637	5.8056	-24.9183	11.6185	4.67358	14.8205	-11.8646	-0.154351	-0.10003	-1.41857	-0.00972293	-0.0281517	-0.651611	0.0347856	0.000602439	0.0947473	-0.206072	0.563274	0.141059	2.7887	0.581695	0.0278154	1.05318	-2.04447	41.3031	5.51175	-21.3019	14.5241	5.09668	15.2065	-12.2861	-0.111059	-0.0821989	-1.67385	0.047963	0.00187682	-0.77923	0.0227575	0.0269277	0.0924641	-0.202	0.56119	0.14151	4.94001	0.374545	0.0828964	2.5967	-1.54857	44.6606	5.54769	-21.0182	16.4519	6.79135	15.3358	-11.2119	0.0200488	-0.077259	-1.93098	0.0969496	0.0146196	-0.874487	0.0218571	0.0466827	0.0959786	-0.279546	0.753962	0.169644	7.69446	0.615093	0.12375
1	0.867826	-0.325946	36.9183	5.43791	-27.5925	17.569	11.4937	8.54783	-9.1216	-0.0240243	-0.0596838	-1.14203	0.05387	-0.0173405	-0.503295	0.0303933	0.0143352	0.0734431	-0.314378	1.41002	0.374084	2.47834	0.710843	-0.043985	2.02942	-0.200037	42.5548	5.47176	-25.8854	19.5078	12.8667	9.19826	-10.0052	-0.029577	-0.0983148	-1.39907	0.0881389	-0.0443436	-0.598847	0.0520423	-0.00718	0.0568732	-0.439226	1.74789	0.422014	4.26176	0.315235	0.00785143	2.67263	-0.282636	44.7543	5.44291	-25.9682	20.746	15.2052	9.61016	-8.49599	-0.0540848	-0.105368	-1.65061	0.0670529	-0.0708508	-0.710764	0.0711342	-0.0305933	0.0511967	-0.485881	1.77264	0.366818	6.43743	-0.102712	0.0476706	0.000742683	-1.08094	34.3877	6.21013	-26.0208	12.281	4.5883	14.7487	-11.8222	-0.12842	-0.10237	-1.3315	0.0263576	-0.0470827	-0.57663	0.0393668	-0.011752	0.0982434	-0.319039	1.41641	0.26047	2.60898	1.12743	-0.07317	1.06956	-1.48704	40.2248	5.95945	-22.7714	15.0041	5.16318	15.1949	-12.5492	-0.0617027	-0.0883968	-1.57788	0.078768	-0.02464	-0.677738	0.0246091	0.00581205	0.0749848	-0.380807	1.54274	0.261169	4.55069	1.12902	0.0141714	2.72415	-1.17886	43.2879	5.95696	-22.5059	16.9759	6.86231	15.2523	-11.6367	0.0722386	-0.0896876	-1.80631	0.128049	-0.0181284	-0.726786	0.0173459	0.0147633	0.054891	-0.535123	1.91926	0.287443	7.07309	1.29088	0.0461144
2	0.684752	-0.271016	36.0409	6.05505	-28.2743	18.4191	10.6577	8.44688	-8.36703	0.00294167	-0.0643293	-1.0538	0.115143	-0.0202052	-0.395343	0.0277212	0.017266	0.0840686	-0.413654	2.65413	0.495844	2.0913	0.885036	-0.166516	1.82588	-0.189256	41.443	6.08916	-26.9522	20.1336	12.3331	9.04022	-9.60018	-0.00780523	-0.110686	-1.29875	0.15246	-0.0563707	-0.445821	0.0469186	-0.0143755	0.0374464	-0.655921	3.29354	0.56016	3.57864	0.649887	-0.0165643	2.53142	-0.536208	43.3987	6.01215	-27.2285	21.168	14.8051	9.43506	-8.51701	-0.0536752	-0.124298	-1.52759	0.121715	-0.0908504	-0.518307	0.0579792	-0.0521323	0.000396667	-0.77504	3.38947	0.47161	5.65696	0.427174	0.00897375	0.0279254	-0.704969	33.6307	6.68328	-26.7169	13.4248	3.98942	14.5493	-11.1482	-0.06705	-0.106022	-1.22401	0.0930451	-0.062199	-0.478645	0.041242	-0.0250954	0.112595	-0.431359	2.67111	0.387623	2.31817	1.41784	-0.279395	1.17343	-1.02164	39.1827	6.40664	-23.8147	15.9728	4.72147	14.9788	-12.2542	0.0241045	-0.100229	-1.45739	0.142085	-0.0492666	-0.540739	0.0223784	-0.0192443	0.0631675	-0.606542	3.00108	0.392565	3.97337	1.48138	-0.100671	2.90135	-0.940233	41.9497	6.36876	-23.5008	17.9249	6.39339	14.9249	-11.5829	0.157259	-0.107741	-1.64495	0.1957	-0.0479102	-0.53253	0.00645857	-0.0227827	0.0147265	-0.864131	3.59167	0.410476	6.16012	1.4263	-0.0655681
3	0.607636	-0.341854	35.2497	6.69315	-28.4858	19.7503	9.30423	8.2201	-6.83812	0.0164548	-0.0630226	-0.968474	0.186858	-0.0111476	-0.261499	0.0191167	0.0264119	0.117837	-0.484156	4.27889	0.553946	1.61662	0.705544	-0.458121	1.71949	-0.339766	40.4566	6.71612	-27.5714	21.2748	11.1433	8.67063	-8.43828	0.0234016	-0.117801	-1.19393	0.244583	-0.0531227	-0.257939	0.034092	-0.0106832	0.0406002	-0.869403	5.28777	0.643053	2.7762	0.496534	-0.0859014	2.45642	-0.968884	42.1187	6.61007	-28.0435	22.0539	13.6757	9.04132	-7.91701	-0.0216083	-0.143758	-1.38966	0.222347	-0.0972354	-0.281697	0.0362381	-0.0637496	-0.0314281	-1.10357	5.51677	0.541277	4.65318	0.381649	-0.0073525	0.163841	-0.444104	32.9101	7.15152	-26.7482	15.0008	2.82314	14.1474	-9.69506	0.00981537	-0.112788	-1.12589	0.180293	-0.0703234	-0.363526	0.0385	-0.0401585	0.149658	-0.519511	4.30508	0.478828	1.93601	1.44075	-0.716067	1.36873	-0.753272	38.1982	6.82573	-24.1612	17.3827	3.68816	14.473	-11.2359	0.131818	-0.116677	-1.33072	0.235109	-0.0657545	-0.374368	0.0150616	-0.043952	0.0761961	-0.851144	4.91377	0.498391	3.23312	1.40796	-0.363956	3.11769	-0.900609	40.6661	6.77221	-23.772	19.2527	5.32197	14.2756	-10.8957	0.26963	-0.127031	-1.47515	0.300083	-0.0641141	-0.302338	-0.0117757	-0.0546482	0.00241	-1.24086	5.76776	0.50677	5.08213	1.0257	-0.265743
4	0.646499	-0.594136	34.5831	7.23272	-28.1172	21.5317	7.54129	7.82813	-4.55548	0.0492552	-0.055066	-0.89389	0.263745	0.0094581	-0.0916479	0.0028319	0.0372802	0.185392	-0.533706	6.23021	0.508108	1.12619	0.0519357	-1.05449	1.71434	-0.699937	39.6322	7.28414	-27.5872	22.9192	9.31935	8.07493	-6.45994	0.0634327	-0.111105	-1.11167	0.345162	-0.0283877	-0.0400386	0.00896909	0.00527205	0.0860302	-1.05062	7.59601	0.603961	1.99686	-0.243675	-0.42943	2.45092	-1.59741	40.9559	7.19204	-28.2491	23.4116	11.8224	8.39571	-6.57328	0.031675	-0.150951	-1.27683	0.348881	-0.0795173	-0.0146308	0.00145354	-0.0564713	-0.0207383	-1.42504	8.00746	0.521742	3.64052	-0.393992	-0.162156	0.41171	-0.384931	32.2464	7.53853	-25.9777	16.9291	1.13084	13.4311	-7.48086	0.0898295	-0.120955	-1.03239	0.273064	-0.0691895	-0.224819	0.0274134	-0.0605324	0.21998	-0.578829	6.24309	0.495387	1.47179	1.14625	-1.525	1.6493	-0.740872	37.2989	7.19041	-23.6518	19.1748	2.04012	13.5861	-9.42009	0.228832	-0.130839	-1.21347	0.33778	-0.066553	-0.185895	-0.00171	-0.0662643	0.132577	-1.07516	7.15098	0.525942	2.41232	0.888859	-1.00251	3.36088	-1.09695	39.4589	7.15244	-23.1947	20.9134	3.62254	13.2367	-9.47604	0.375356	-0.143665	-1.32842	0.419266	-0.0621959	-0.0504655	-0.038478	-0.078598	0.0404857	-1.6085	8.29236	0.527832	4.02688	0.0716269	-0.77324
5	0.80172	-1.03963	34.0591	7.55961	-27.2139	23.6824	5.56182	7.25698	-1.73441	0.152909	-0.0434821	-0.812637	0.346293	0.0369452	0.136346	-0.0220279	0.0431502	0.287322	-0.615549	8.40534	0.373211	0.624003	-1.19634	-1.9518	1.81203	-1.282	38.9905	7.70493	-26.995	25.0119	7.00476	7.28376	-3.79144	0.134936	-0.0871034	-1.0453	0.435518	0.0148759	0.223686	-0.0325166	0.0243693	0.182	-1.2239	10.0317	0.414118	1.31258	-1.69659	-1.3168	2.51768	-2.41525	39.9447	7.69086	-27.8026	25.2209	9.3527	7.5091	-4.4899	0.105251	-0.13842	-1.20746	0.472931	-0.0370806	0.280773	-0.0491296	-0.0342915	0.0527881	-1.71616	10.6524	0.365677	2.78765	-2.0087	-0.799876	0.759745	-0.551147	31.6529	7.78003	-24.4488	19.0961	-0.970815	12.3304	-4.72428	0.187038	-0.127417	-0.911051	0.363076	-0.0587988	-0.0429517	0.00330488	-0.0905895	0.322624	-0.648715	8.34343	0.43462	0.926961	0.421008	-2.69926	2.00343	-0.988568	36.5111	7.46456	-22.301	21.2722	-0.164744	12.2829	-6.90268	0.306528	-0.13445	-1.1001	0.430041	-0.0478	0.0302345	-0.0349273	-0.0900448	0.238613	-1.2654	9.51086	0.445248	1.5973	-0.155386	-2.22237	3.62274	-1.52666	38.3484	7.4794	-21.8014	22.8524	1.32834	11.8038	-7.35203	0.462416	-0.148355	-1.21411	0.529807	-0.0365239	0.217664	-0.0803924	-0.0963737	0.144336	-1.92428	10.948	0.437487	3.09557	-1.43932	-1.91026
6	1.06602	-1.6521	33.6624	7.60959	-25.9629	26.0735	3.58503	6.55734	1.29523	0.347685	-0.0361467	-0.718085	0.434435	0.063845	0.432262	-0.0524681	0.0403738	0.417326	-0.794023	10.6594	0.21603	0.104119	-2.93744	-2.94183	2.01245	-2.0602	38.5216	7.89689	-25.9552	27.4429	4.45863	6.39904	-0.724009	0.27576	-0.0554016	-0.973182	0.511051	0.0624623	0.556745	-0.0881968	0.032252	0.320949	-1.46168	12.4085	0.125201	0.718431	-3.91046	-2.72387	2.65958	-3.38964	39.1001	8.02763	-26.8148	27.4113	6.49079	6.46651	-1.8333	0.216449	-0.104353	-1.16836	0.570019	0.0211727	0.623547	-0.118685	-0.0128	0.189523	-2.00787	13.2379	0.0765633	2.1254	-4.47854	-2.19225	1.19024	-0.907426	31.1272	7.83977	-22.3927	21.3766	-3.31268	10.9088	-1.75338	0.326301	-0.132713	-0.756643	0.449357	-0.042951	0.193285	-0.0350356	-0.131909	0.448884	-0.794744	10.4329	0.33035	0.333692	-0.736681	-4.00608	2.42259	-1.449	35.8484	7.60035	-20.3229	23.5793	-2.76512	10.6575	-3.9479	0.398261	-0.128104	-0.970869	0.505889	-0.0166777	0.295739	-0.0877798	-0.124798	0.383111	-1.46829	11.7859	0.277603	0.820469	-1.79972	-3.94838	3.90614	-2.1449	37.3495	7.70405	-19.8074	25.0007	-1.42865	10.0909	-4.7002	0.548802	-0.139739	-1.11596	0.616282	0.00565204	0.517073	-0.142481	-0.121554	0.307931	-2.202	13.5031	0.242124	2.26607	-3.49396	-3.83319
7	1.43086	-2.38505	33.3461	7.38301	-24.5918	28.5548	1.81454	5.82384	4.22448	0.592466	-0.0402369	-0.634946	0.514337	0.0823352	0.775959	-0.0822336	0.0277581	0.566256	-1.08467	12.8273	0.0955364	-0.422339	-4.77998	-3.75857	2.31767	-2.98137	38.1773	7.81428	-24.7152	30.0579	2.00842	5.55855	2.40805	0.495495	-0.0398586	-0.90959	0.577241	0.0933364	0.951394	-0.144107	0.0176561	0.487604	-1.79951	14.5826	-0.150546	0.152278	-6.50044	-4.22272	2.88368	-4.46686	38.407	8.13335	-25.5185	29.8576	3.5608	5.41363	1.11904	0.397617	-0.0685523	-1.1435	0.639766	0.0717969	1.02784	-0.198322	-0.0129348	0.374002	-2.34395	15.6193	-0.26145	1.56463	-7.50841	-4.14945	1.69299	-1.37837	30.6559	7.71498	-20.158	23.6657	-5.67803	9.36565	1.14206	0.506781	-0.141639	-0.622852	0.527024	-0.0289985	0.466952	-0.083039	-0.183006	0.588126	-1.04567	12.3564	0.219354	-0.252528	-2.09222	-5.12305	2.91019	-2.03661	35.3053	7.55483	-18.0849	25.9937	-5.49366	8.93842	-0.873215	0.542805	-0.125178	-0.847033	0.570548	0.010218	0.615899	-0.15331	-0.17764	0.547181	-1.73842	13.8294	0.0867111	0.0891521	-3.82247	-5.76525	4.22896	-2.87126	36.4679	7.77331	-17.5723	27.2749	-4.39458	8.32784	-1.7785	0.673293	-0.130376	-1.02891	0.680543	0.0450208	0.86138	-0.220001	-0.169232	0.510863	-2.48857	15.7978	0.00148939	1.46496	-5.84722	-6.27002
8	1.89266	-3.18595	33.0518	6.92423	-23.2562	30.9894	0.42475	5.12266	6.85477	0.826929	-0.0583557	-0.590746	0.567977	0.0869931	1.13136	-0.104644	0.00515548	0.724731	-1.43231	14.7739	0.0285202	-0.94672	-6.31792	-4.23591	2.73625	-3.9798	37.882	7.45601	-23.4747	32.6856	-0.0296714	4.84342	5.3458	0.75156	-0.0546364	-0.881247	0.63	0.0966655	1.37006	-0.186379	-0.0192277	0.666214	-2.19156	16.4747	-0.32526	-0.464181	-8.76376	-5.29421	3.20508	-5.58418	37.8213	7.97051	-24.1632	32.3955	0.921022	4.48305	4.08495	0.650536	-0.061081	-1.13488	0.693888	0.0904329	1.47564	-0.26862	-0.0468996	0.584533	-2.71174	17.7185	-0.52737	0.960912	-10.3455	-6.01439	2.27245	-1.87219	30.2307	7.43042	-18.08	25.8944	-7.81232	7.92168	3.79426	0.69537	-0.159083	-0.564259	0.584218	-0.0256793	0.747174	-0.131991	-0.241871	0.732893	-1.36287	14.028	0.117478	-0.804374	-3.36415	-5.82295	3.48345	-2.64743	34.8589	7.31582	-15.9765	28.4151	-8.02283	7.38006	2.08068	0.736954	-0.140372	-0.780137	0.625318	0.0177232	0.96448	-0.21824	-0.247617	0.71553	-2.06774	15.5788	-0.0662845	-0.623621	-5.73312	-7.15177	4.62126	-3.60746	35.6967	7.65749	-15.4785	29.5817	-7.23013	6.76315	1.17947	0.856244	-0.140514	-0.975507	0.732503	0.0603159	1.23675	-0.297808	-0.245207	0.730428	-2.79093	17.7558	-0.204186	0.631346	-7.9944	-8.55981
9	2.45305	-3.99577	32.7365	6.3001	-22.0137	33.2784	-0.461369	4.45832	9.11255	1.0221	-0.0910645	-0.587798	0.59486	0.0781014	1.47273	-0.115209	-0.0235219	0.882002	-1.75175	16.4364	0.0222317	-1.4653	-7.38444	-4.35664	3.28246	-4.98605	37.5594	6.85666	-22.305	35.1731	-1.429	4.22618	7.94949	0.994118	-0.0979127	-0.885535	0.663486	0.075872	1.77445	-0.208225	-0.0682095	0.84358	-2.54183	18.0734	-0.36736	-1.14709	-10.169	-5.69654	3.64495	-6.67973	37.2814	7.5418	-22.8993	34.8536	-1.12629	3.71452	6.85754	0.931707	-0.0952169	-1.13954	0.735808	0.0705658	1.92687	-0.314521	-0.108921	0.801477	-3.03791	19.5114	-0.645027	0.216738	-12.1672	-7.12868	2.9406	-2.2992	29.8619	7.03244	-16.3672	28.027	-9.47641	6.69636	6.1429	0.864777	-0.189001	-0.577477	0.618617	-0.0389905	1.01526	-0.172191	-0.305514	0.877924	-1.67111	15.447	0.0416727	-1.3298	-4.45256	-6.03257	4.16534	-3.18124	34.4769	6.91475	-14.2552	30.7505	-10.0533	6.11858	4.7883	0.942905	-0.178602	-0.782373	0.666001	-0.000190909	1.307	-0.270625	-0.327474	0.880282	-2.38697	17.0496	-0.149705	-1.34279	-7.15423	-7.78514	5.11616	-4.26093	35.0173	7.3681	-13.7824	31.8231	-9.60264	5.53386	4.01759	1.07569	-0.18065	-0.96607	0.775721	0.0419937	1.61085	-0.36081	-0.342019	0.949012	-3.05649	19.3732	-0.322278	-0.274224	-9.48644	-10.0213
