PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
0	5.30591	-4.77242	41.9635	-1.56706	-23.4389	17.74	6.00967	16.4115	11.2181	-0.371867	-0.00292875	-0.954184	-0.0774032	-0.00929388	-0.524413	-0.00232962	-0.004393	-0.00563587	-0.240194	0.523436	0.00969112	0.272664	0.00530038	-0.0286515	5.82129	-3.76495	47.9499	-1.90632	-23.4687	16.8588	6.36456	17.1421	9.84218	-0.433497	0.0131656	-1.2694	-0.117597	-0.0240491	-0.688683	-0.00150651	-0.0214127	0.00459093	-0.267941	0.566216	-0.00827233	0.673089	0.439293	-0.00996857	5.77977	-3.56515	52.9395	-1.77346	-22.8328	17.1951	7.32685	18.5726	9.01825	-0.534083	0.0160042	-1.60951	-0.136416	-0.0313827	-0.873278	0.000934731	-0.0314523	0.0100032	-0.299731	0.627515	-0.0158418	1.73403	0.145244	0.00417129	4.63228	-3.0993	42.5012	-1.59068	-19.2363	15.7027	-4.87909	15.5848	11.3304	-0.247106	0.014889	-1.06168	-0.0728662	-0.0143571	-0.599899	0.000927595	-0.0132727	0.0117135	-0.127018	0.558403	-0.0765947	0.255078	0.239728	-0.00307385	5.63612	-2.02437	48.128	-1.681	-19.3458	16.5711	-4.59779	15.7319	10.0131	-0.288882	0.0437744	-1.34783	-0.0886882	-0.00450165	-0.758562	0.000624	-0.00331906	0.00682929	-0.174527	0.65664	-0.0853385	1.61148	-0.116701	0.0164386	6.04273	-2.16815	53.1647	-1.43994	-18.6408	18.0983	-4.36795	15.7588	8.38669	-0.282978	0.0572844	-1.59722	-0.0711442	0.00464796	-0.90644	0.000890968	0.00462828	0.00196032	-0.243756	0.723515	-0.0700873	4.11297	-1.27387	0.0133587
1	5.07789	-3.59266	41.7726	-1.46811	-23.6205	18.0292	4.92616	16.3766	10.2092	-0.236151	0.0194606	-0.997124	-0.0554165	-0.00278262	-0.473766	-0.0266754	-0.00136663	-0.0636357	-0.280083	1.38263	-0.0312146	0.280133	0.762938	-0.2594	5.44398	-2.52272	47.6046	-1.68163	-23.9235	17.4822	5.27728	17.2816	8.75596	-0.277832	0.0350363	-1.32747	-0.0913016	-0.0186693	-0.614716	-0.03279	-0.0195423	-0.0699241	-0.387293	1.51703	-0.0530749	0.93672	1.43275	-0.342538	5.55578	-2.59954	52.4647	-1.67302	-23.501	17.5223	6.23932	18.7912	7.8104	-0.398641	0.0358402	-1.68901	-0.119874	-0.0305278	-0.787544	-0.0376156	-0.0327905	-0.0824439	-0.497553	1.69967	-0.063157	2.07606	1.55537	-0.49793	4.36175	-2.02104	42.3516	-1.5566	-19.5201	16.2276	-5.89749	15.5837	10.3845	-0.157957	0.0236106	-1.13118	-0.0584513	-0.0214157	-0.563983	-0.0222381	-0.0120228	-0.0353951	-0.0805797	1.44077	-0.127615	0.312162	1.08991	-0.210961	5.31362	-0.909797	47.5806	-1.57494	-19.9107	16.8997	-5.58728	16.0229	8.85464	-0.165373	0.0498652	-1.39368	-0.0659361	-0.0146884	-0.694938	-0.0310867	-0.000447059	-0.0615167	-0.222602	1.70793	-0.125956	1.84201	1.08115	-0.329558	5.92679	-1.35521	52.2128	-1.4848	-19.0659	18.0568	-5.19297	16.1722	7.18884	-0.14085	0.0544965	-1.64878	-0.0448574	-0.0112783	-0.809408	-0.0389541	0.00630344	-0.0908683	-0.403334	1.94019	-0.0868755	4.30353	0.394375	-0.460055
2	4.81414	-2.23059	41.5736	-1.1401	-23.849	18.9885	3.47048	16.1358	9.00072	-0.0860139	0.042846	-1.07134	-0.0239659	0.0082985	-0.40129	-0.0623039	0.00550375	-0.143459	-0.258331	2.67938	-0.0962899	0.345227	1.23644	-0.612611	5.07652	-1.27509	47.2061	-1.27934	-24.3141	18.7312	3.74705	17.2854	7.43157	-0.113204	0.0528159	-1.43578	-0.0469819	-0.00829128	-0.516114	-0.0787286	-0.0128192	-0.17375	-0.494743	2.94448	-0.113289	1.3346	1.98297	-0.928107	5.3527	-1.59542	51.9428	-1.40064	-24.1559	18.5045	4.67027	18.9185	6.35013	-0.236754	0.0540548	-1.8182	-0.08167	-0.0232839	-0.676938	-0.0946571	-0.0282781	-0.20849	-0.7244	3.28487	-0.122712	2.57913	2.44348	-1.37855	4.03182	-0.894898	42.1642	-1.36438	-19.6858	17.3596	-7.18215	15.4137	9.15581	-0.0507478	0.0277641	-1.22042	-0.0357687	-0.0299924	-0.506338	-0.0554319	-0.0112835	-0.0985738	0.0293562	2.76335	-0.191365	0.557206	1.64899	-0.552651	4.93914	0.148111	46.9793	-1.3209	-20.2729	17.8581	-7.03738	16.1416	7.42759	-0.0133916	0.0487952	-1.47567	-0.0249013	-0.0247768	-0.608585	-0.0770695	0.004028	-0.152334	-0.24809	3.26691	-0.173892	2.3068	1.86744	-0.957669	5.77122	-0.574878	51.2383	-1.39023	-19.3333	18.6563	-6.58345	16.4101	5.7514	0.0406127	0.0445438	-1.74486	0.0064529	-0.0268653	-0.689119	-0.0958825	0.00995344	-0.211301	-0.584914	3.728	-0.105232	4.68119	1.5616	-1.36557
3	4.58271	-0.959545	41.3723	-0.701313	-23.8995	20.585	1.93031	15.6567	7.81766	0.053292	0.0614802	-1.16581	0.0132992	0.0223489	-0.285366	-0.104573	0.0143826	-0.225189	-0.177167	4.3756	-0.17548	0.421034	1.18811	-0.834624	4.79612	-0.247192	46.7613	-0.820601	-24.4088	20.5553	2.00175	17.079	6.05684	0.0494995	0.0627084	-1.56177	0.0127415	0.00670012	-0.367295	-0.134831	-0.0016693	-0.286879	-0.580968	4.827	-0.17967	1.7409	1.86683	-1.4804	5.23261	-0.743865	51.3779	-1.05672	-24.5386	20.1014	2.78928	18.869	4.80458	-0.059151	0.0647496	-1.96371	-0.02118	-0.0108831	-0.513616	-0.165797	-0.0191352	-0.348303	-0.962375	5.38483	-0.187176	3.05282	2.56893	-2.28982	3.72308	0.0991186	41.913	-1.11897	-19.539	19.0089	-8.51633	14.9783	7.81778	0.0782967	0.0219801	-1.29432	-0.00114848	-0.0401371	-0.4002	-0.0928	-0.0155018	-0.162043	0.167834	4.48017	-0.24671	0.88105	1.74682	-0.835361	4.60894	0.970926	46.3184	-1.04303	-20.21	19.3764	-8.75216	15.9565	5.88634	0.155562	0.0363715	-1.56244	0.0304078	-0.0355356	-0.473344	-0.130454	0.00427471	-0.24505	-0.260135	5.29104	-0.214944	2.76638	2.10633	-1.58941	5.65274	0.0465231	50.2522	-1.24796	-19.2468	19.8599	-8.42009	16.3352	4.1924	0.244514	0.0261119	-1.85513	0.0769845	-0.0411715	-0.522269	-0.162779	0.0114706	-0.335782	-0.775174	6.07483	-0.119919	4.98131	2.11277	-2.41766
4	4.44947	0.007611	41.1768	-0.280601	-23.6098	22.7582	0.588368	14.9448	6.95685	0.20742	0.0644736	-1.21926	0.0700854	0.0361035	-0.0850932	-0.144711	0.020217	-0.284731	-0.105172	6.34036	-0.233858	0.448357	0.256278	-0.661262	4.67054	0.406146	46.283	-0.427269	-24.0414	22.8911	0.31943	16.5975	4.91851	0.224931	0.0589141	-1.63632	0.0905393	0.0246641	-0.13141	-0.190678	0.00911884	-0.377124	-0.679511	7.03438	-0.227125	1.96313	0.733046	-1.52445	5.25287	-0.185758	50.7889	-0.743594	-24.4379	22.2669	0.856917	18.5489	3.44004	0.137719	0.064388	-2.06932	0.060428	0.00731387	-0.26674	-0.237772	-0.00769333	-0.463257	-1.2101	7.86156	-0.240114	3.21401	1.52605	-2.55608	3.51731	0.819972	41.5957	-0.931731	-18.9666	21.0897	-9.68524	14.2263	6.62037	0.248463	-0.00155418	-1.28636	0.0547318	-0.0528449	-0.208454	-0.124487	-0.0305994	-0.205694	0.2471	6.45339	-0.253452	1.06658	1.13364	-0.849788	4.41593	1.43491	45.616	-0.866319	-19.5911	21.3915	-10.4538	15.3749	4.48262	0.345055	0.00802235	-1.58969	0.0987876	-0.0474807	-0.252941	-0.178413	-0.00815588	-0.309842	-0.310022	7.61254	-0.219762	2.86249	1.52308	-1.77879	5.64671	0.409291	49.2799	-1.15658	-18.6728	21.6301	-10.4505	15.8409	2.72964	0.456036	-0.00339946	-1.92634	0.156709	-0.0540376	-0.280671	-0.224977	0.00047871	-0.423577	-0.978064	8.79674	-0.119127	4.827	1.74981	-2.9648
5	4.46307	0.549965	40.9897	0.0127806	-22.9189	25.4074	-0.406417	14.0417	6.6582	0.406839	0.0418279	-1.18652	0.159772	0.0469674	0.214953	-0.171451	0.0196312	-0.297122	-0.151165	8.35613	-0.22932	0.324051	-1.78466	-0.137096	4.74576	0.615225	45.7878	-0.194971	-23.1495	25.6502	-1.0906	15.8142	4.29965	0.438033	0.0324379	-1.61056	0.19348	0.0422328	0.207555	-0.23137	0.0130467	-0.410503	-0.859558	9.32529	-0.219619	1.7867	-1.65001	-0.883174	5.45581	0.00628914	50.2036	-0.545867	-23.7356	24.9313	-0.866916	17.8878	2.55331	0.369692	0.0460066	-2.0806	0.16433	0.0292692	0.0848935	-0.292451	-0.00089828	-0.510667	-1.49754	10.4497	-0.255343	2.79352	-1.02492	-1.79187	3.47436	1.18899	41.2337	-0.879921	-17.9725	23.5304	-10.578	13.1797	5.80809	0.467055	-0.0477877	-1.17072	0.137956	-0.0678035	0.0773403	-0.140506	-0.0600223	-0.2062	0.168809	8.46509	-0.176551	0.890957	-0.363915	-0.598122	4.42503	1.49132	44.911	-0.875664	-18.4094	23.8378	-11.9163	14.3802	3.4882	0.564323	-0.0425764	-1.51598	0.183424	-0.0618745	0.0681502	-0.206398	-0.0413088	-0.315885	-0.472295	9.95201	-0.155357	2.32564	-0.157923	-1.37846	5.80654	0.463522	48.3612	-1.19266	-17.5749	23.9157	-12.3869	14.8872	1.62809	0.662526	-0.0479271	-1.90889	0.235776	-0.066364	0.0552791	-0.265485	-0.0352545	-0.432888	-1.22371	11.5604	-0.0840449	3.9489	0.0949084	-2.58889
6	4.64487	0.638939	40.8072	0.118613	-21.8739	28.3955	-1.05374	13.0168	7.01921	0.634588	-0.00652087	-1.07027	0.271267	0.0544868	0.599881	-0.180058	0.0129665	-0.248964	-0.388333	10.2145	-0.153626	-0.0538723	-4.72048	0.365995	5.04061	0.39721	45.2964	-0.168336	-21.8001	28.7138	-2.15344	14.7611	4.37321	0.682417	-0.0198295	-1.48463	0.313086	0.0564773	0.632837	-0.247481	0.00697023	-0.366883	-1.17072	11.4295	-0.145113	1.06415	-5.06673	0.0301664	5.86485	-0.165773	49.6544	-0.512837	-22.4459	27.9876	-2.22371	16.8709	2.36552	0.641037	0.00304204	-1.98201	0.285545	0.0503448	0.529471	-0.315661	-0.00554903	-0.462694	-1.85416	12.8068	-0.214976	1.65587	-4.95554	-0.471222	3.61184	1.19627	40.864	-0.976489	-16.6687	26.2747	-11.199	11.9353	5.55988	0.694156	-0.113015	-0.997701	0.235112	-0.0834281	0.433651	-0.138041	-0.102546	-0.148429	-0.114607	10.3091	-0.0184094	0.343891	-2.69647	-0.340235	4.65626	1.17515	44.2552	-1.08526	-16.7938	26.6387	-13.0429	13.0463	3.10717	0.791268	-0.11453	-1.36441	0.275523	-0.0779406	0.47256	-0.208575	-0.0956302	-0.246436	-0.792755	12.0296	-0.0189912	1.19332	-2.9541	-0.78268	6.1507	0.230872	47.5468	-1.38484	-16.0459	26.6402	-14.0145	13.5302	1.11138	0.860245	-0.111441	-1.80264	0.309981	-0.0803197	0.473707	-0.274374	-0.102166	-0.340256	-1.54236	13.9794	-0.00586935	2.40109	-2.98729	-1.68134
7	4.99267	0.316265	40.6239	0.0278795	-20.602	31.5674	-1.42344	11.9602	7.99759	0.846591	-0.0713081	-0.939555	0.37998	0.0600388	1.02783	-0.173533	0.00363375	-0.142257	-0.807903	11.8233	-0.0278589	-0.678846	-7.93658	0.47901	5.55237	-0.162808	44.8342	-0.338949	-20.1745	31.942	-2.89197	13.5329	5.15926	0.917025	-0.0867374	-1.32129	0.423575	0.0688312	1.1014	-0.242859	-0.00543337	-0.248528	-1.60225	13.1911	-0.0282455	-0.117755	-8.8753	0.56831	6.48558	-0.637388	49.1727	-0.651545	-20.727	31.2906	-3.18065	15.5624	2.9474	0.924119	-0.0601076	-1.81316	0.405122	0.0686933	1.02733	-0.30912	-0.0212886	-0.321632	-2.27464	14.6952	-0.127295	-0.0682703	-9.55647	0.433476	3.903	0.891919	40.5274	-1.17786	-15.2205	29.2618	-11.608	10.6305	5.95533	0.876734	-0.187211	-0.867666	0.325534	-0.0978216	0.820366	-0.12206	-0.153678	-0.0318986	-0.577127	11.8873	0.183627	-0.332239	-5.55996	-0.396641	5.0836	0.596168	43.7002	-1.4383	-14.9777	29.7001	-13.8396	11.5245	3.42457	0.981448	-0.195786	-1.22073	0.355447	-0.0926855	0.918829	-0.192416	-0.163833	-0.106601	-1.25822	13.7154	0.15684	-0.133166	-6.51895	-0.566978	6.66017	-0.191513	46.8895	-1.70088	-14.3063	29.697	-15.2296	11.9241	1.29447	1.03918	-0.186946	-1.66327	0.371723	-0.0946199	0.939718	-0.258356	-0.192881	-0.155743	-1.94131	15.8319	0.104969	0.580141	-7.17771	-1.12643
8	5.49524	-0.33466	40.445	-0.240297	-19.2588	34.7641	-1.58718	10.9618	9.45876	1.02771	-0.145682	-0.869959	0.475787	0.0650314	1.45549	-0.157233	-0.00425525	0.00842413	-1.32747	13.2315	0.129056	-1.48079	-10.7031	0.090745	6.26794	-0.94903	44.4333	-0.670047	-18.5059	35.1872	-3.35365	12.2668	6.54983	1.12113	-0.159276	-1.20339	0.513848	0.0803986	1.56944	-0.22689	-0.0186593	-0.0762119	-2.09482	14.6411	0.110677	-1.52009	-12.291	0.389107	7.30877	-1.31222	48.7839	-0.937277	-18.837	34.6706	-3.77738	14.105	4.21932	1.18626	-0.135967	-1.64855	0.510102	0.0841458	1.53678	-0.285856	-0.0417633	-0.117297	-2.7303	16.1125	0.000141183	-2.05196	-13.8746	0.340019	4.29808	0.369461	40.2572	-1.42039	-13.7848	32.3894	-11.8647	9.39082	6.9529	1.00561	-0.262118	-0.838795	0.401941	-0.109432	1.20837	-0.10094	-0.208496	0.130862	-1.13393	13.254	0.388151	-0.930463	-8.44776	-0.913662	5.65361	-0.0929935	43.2837	-1.84012	-13.2232	32.8968	-14.3488	9.99821	4.39856	1.12652	-0.276426	-1.15303	0.418688	-0.105094	1.36952	-0.169898	-0.237156	0.0822192	-1.80487	15.0826	0.343551	-1.27769	-10.1988	-1.00309	7.28903	-0.661793	46.4287	-2.05984	-12.6359	32.9496	-16.0116	10.2832	2.17061	1.20148	-0.267528	-1.5531	0.423922	-0.109812	1.41882	-0.231426	-0.293162	0.0845072	-2.40009	17.1622	0.247286	-1.07563	-11.762	-1.4571
9	6.13763	-1.20746	40.2907	-0.648103	-17.9782	37.826	-1.60548	10.0814	11.2255	1.18501	-0.224897	-0.875879	0.559474	0.0719909	1.85649	-0.136995	-0.00676925	0.185002	-1.82584	14.5475	0.296886	-2.36505	-12.4719	-0.65318	7.16485	-1.84616	44.126	-1.11371	-16.9996	38.3026	-3.57863	11.0934	8.36502	1.30125	-0.239721	-1.16914	0.593286	0.0892524	2.00612	-0.205117	-0.0296227	0.125356	-2.55876	15.9064	0.268259	-2.94702	-14.6291	-0.417581	8.30952	-2.0927	48.4999	-1.32753	-17.0409	37.953	-4.06877	12.673	6.00858	1.41113	-0.228239	-1.54722	0.606528	0.0915302	2.02233	-0.254542	-0.0631677	0.11454	-3.16603	17.214	0.175363	-3.94613	-16.9733	-0.648562	4.75276	-0.258107	40.0735	-1.65041	-12.4826	35.5009	-12.0137	8.30355	8.40692	1.10566	-0.334262	-0.878189	0.468752	-0.117795	1.5886	-0.0815957	-0.263743	0.322324	-1.67467	14.5437	0.569499	-1.41013	-10.7964	-1.77866	6.30981	-0.7462	43.0159	-2.20017	-11.7353	36.0668	-14.6142	8.62698	5.89089	1.24957	-0.355742	-1.15146	0.476419	-0.117695	1.80134	-0.147923	-0.31076	0.297804	-2.33368	16.2985	0.529339	-2.1115	-13.1807	-1.96837	7.98169	-1.05257	46.1703	-2.36983	-11.2558	36.2327	-16.3867	8.80605	3.63921	1.35132	-0.354999	-1.49241	0.479709	-0.131356	1.8805	-0.200917	-0.392894	0.344328	-2.85331	18.169	0.429505	-2.28006	-15.7266	-2.58553
